GO_ID	term	annotated	significant_genes	expected	fold_enrichment	pvalue_weight01	pvalue_classic	padj_classic_BH	significant	n_higher_in_TB	n_lower_in_TB	genes_higher_in_TB	genes_lower_in_TB
GO:0031647	regulation of protein stability	316	9	5.44	1.6544117647058822	0.11368652663328203	0.09586313019400956	0.6222614991814222	FALSE	5	4	SH3GLB1;CTSA;CLU;TRIM21;PML	TMC8;NOP53;ATM;FBXO7
GO:0045581	negative regulation of T cell differentiation	48	3	0.83	3.6144578313253013	0.11377534386293786	0.049335943494545495	0.3876822811775458	FALSE	2	1	LILRB4;PSMB9	RUNX3
GO:0002438	acute inflammatory response to antigenic stimulus	21	2	0.36	5.555555555555555	0.11403187031984041	0.049923436717661404	0.3876822811775458	FALSE	1	1	FCGR1A	CD6
GO:0008207	C21-steroid hormone metabolic process	22	2	0.38	5.2631578947368425	0.11404004442205418	0.05430823360958085	0.41355494236215445	FALSE	2	0	ADM;DHRS9	
GO:0043903	regulation of biological process involved in symbiotic interaction	28	2	0.48	4.166666666666667	0.11408911362410501	0.08315894503275534	0.5618865958676292	FALSE	2	0	TRIM21;LTF	
GO:0034113	heterotypic cell-cell adhesion	49	4	0.84	4.761904761904762	0.11410359421649423	0.009864402899463522	0.11815792405501185	FALSE	2	2	IL1B;ITGA2B	LCK;CD2
GO:0090276	regulation of peptide hormone secretion	121	3	2.08	1.4423076923076923	0.11437510178115085	0.3455882893317638	1	FALSE	2	1	IL1B;FFAR2	PRKACB
GO:1903670	regulation of sprouting angiogenesis	34	2	0.58	3.4482758620689657	0.11555992073070408	0.11555992073070408	0.7005959404637697	FALSE	1	1	CEACAM1	KLF2
GO:0001649	osteoblast differentiation	146	6	2.51	2.3904382470119523	0.11746368913026142	0.04041367002182135	0.34026701038280827	FALSE	6	0	MAPK14;VCAN;IFITM1;TNFAIP6;ALPL;LTF	
GO:0001525	angiogenesis	389	19	6.69	2.840059790732436	0.11790579282132226	4.326373795508497e-5	0.0011439491207619911	FALSE	15	4	ADM;HPSE;C3AR1;LRG1;IL1B;CEACAM1;ANXA3;TYMP;WARS1;ITGA2B;SEMA4A;STAT1;SPARC;STAB1;PML	KLF2;S1PR1;ETS1;RORA
GO:0008037	cell recognition	77	4	1.32	3.0303030303030303	0.12011754392709105	0.04358226277338607	0.36141067983118647	FALSE	2	2	C2;VCAN	CD6;CD5
GO:0032715	negative regulation of interleukin-6 production	35	2	0.6	3.3333333333333335	0.12123418237142373	0.12123418237142373	0.7190350967401162	FALSE	1	1	LILRB4	KLF2
GO:0031623	receptor internalization	110	4	1.89	2.1164021164021167	0.12150796071733184	0.12150796071733184	0.7191073929213031	FALSE	4	0	FCER1G;ADM;LILRB4;CEACAM1	
GO:0006796	phosphate-containing compound metabolic process	1543	27	26.54	1.0173323285606632	0.1221357701349819	0.49311271218818387	1	FALSE	19	8	FAM20A;DUSP3;LIMK1;PFKFB3;VPS9D1;HK3;VNN1;LIMK2;PLSCR1;CEACAM1;GK;TYMP;LILRA5;S100A12;PARP9;ALPL;ACSL1;MMP9;PARP14	ZAP70;NOP53;CDC25B;IL7R;RUNX3;ATM;PRKACB;OGT
GO:0006915	apoptotic process	1390	47	23.91	1.9657047260560434	0.12653092129629073	4.0639027338203385e-6	1.387784921151815e-4	FALSE	32	15	NLRC4;SEPTIN4;MAPK14;ICAM1;CARD16;SH3GLB1;KREMEN1;VNN1;GADD45B;SOCS3;CD274;CASP5;PLSCR1;GRINA;CASP1;IL1B;CLU;CASP4;LCN2;STAT1;NAIP;HCAR2;TNFSF10;LTF;IRF7;XAF1;IFIT3;PML;MMP9;S100A8;IFI6;IFIT2	IKZF3;TMC8;FCMR;TLE5;LCK;CD3G;CD3E;NOP53;ETS1;CD2;ANXA6;IL7R;ATM;OGT;FBXO7
GO:1990090	cellular response to nerve growth factor stimulus	36	2	0.62	3.2258064516129035	0.12697547776072468	0.12697547776072468	0.7370233223889585	FALSE	2	0	SORT1;LCN2	
GO:0032435	negative regulation of proteasomal ubiquitin-dependent protein catabolic process	36	2	0.62	3.2258064516129035	0.12697547776072468	0.12697547776072468	0.7370233223889585	FALSE	0	2		NOP53;OGT
GO:0045599	negative regulation of fat cell differentiation	36	2	0.62	3.2258064516129035	0.12697547776072468	0.12697547776072468	0.7370233223889585	FALSE	0	2		ZFP36L2;RORA
GO:0032479	regulation of type I interferon production	130	7	2.24	3.1249999999999996	0.12752786023857166	0.007195911847546784	0.09136979985637925	FALSE	7	0	TRIM21;STAT1;IRF7;XAF1;OAS1;OAS3;ISG15	
GO:0140895	cell surface toll-like receptor signaling pathway	59	4	1.01	3.9603960396039604	0.12849524147212588	0.018561928940971438	0.1886386050230332	FALSE	4	0	TLR5;LTF;IFI35;OAS1	
GO:0006195	purine nucleotide catabolic process	111	4	1.91	2.094240837696335	0.12897325600425358	0.12445614032453219	0.7341843986097404	FALSE	3	1	PFKFB3;HK3;PARP14	OGT
GO:1903321	negative regulation of protein modification by small protein conjugation or removal	73	3	1.26	2.380952380952381	0.12916126859299804	0.130867818080146	0.7479327066576327	FALSE	2	1	TRIM21;ISG15	OGT
GO:0071499	cellular response to laminar fluid shear stress	26	2	0.45	4.444444444444445	0.12926543102830101	0.07309431090764267	0.5139034800130683	FALSE	0	2		KLF2;PRKACB
GO:0014009	glial cell proliferation	30	2	0.52	3.846153846153846	0.1293021888498438	0.0936165621622352	0.6098386952227122	FALSE	2	0	IL1B;CLU	
GO:0045669	positive regulation of osteoblast differentiation	37	2	0.64	3.125	0.13277984903530723	0.13277984903530723	0.7510530967038264	FALSE	2	0	IFITM1;LTF	
GO:0050867	positive regulation of cell activation	299	21	5.14	4.0856031128404675	0.1355007137156763	4.830939211625131e-8	2.7381962665479347e-6	FALSE	11	10	SMARCD3;PDCD1LG2;VNN1;TNFSF13;LILRB4;CD274;IL1B;CR1;LILRA5;TNFSF13B;GP1BB	LCK;CD6;ZAP70;CD3E;CD5;CD2;TNFRSF13C;GPR183;IL7R;RUNX3
GO:0072678	T cell migration	59	5	1.01	4.9504950495049505	0.1360637826763353	0.0033918258610326187	0.04972868955721957	FALSE	2	3	DEFA1;DEFA1	S1PR1;ZAP70;GPR183
GO:0006935	chemotaxis	326	14	5.61	2.4955436720142603	0.13728512206362006	0.0015515313968313342	0.02615851758834553	FALSE	12	2	DUSP3;MAPK14;C3AR1;TYMP;FFAR2;PPBP;S100A12;SEMA4A;TNFAIP6;DEFA1;S100A8;DEFA1	S1PR1;GPR183
GO:0046638	positive regulation of alpha-beta T cell differentiation	38	2	0.65	3.0769230769230766	0.13864345356695795	0.13864345356695795	0.7742435746419716	FALSE	1	1	LILRB4	RUNX3
GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	38	2	0.65	3.0769230769230766	0.13864345356695795	0.13864345356695795	0.7742435746419716	FALSE	2	0	TNFSF10;PML	
GO:0032743	positive regulation of interleukin-2 production	38	2	0.65	3.0769230769230766	0.13864345356695795	0.13864345356695795	0.7742435746419716	FALSE	2	0	IL1B;PSMB9	
GO:0002573	myeloid leukocyte differentiation	161	13	2.77	4.693140794223827	0.13898686001751248	4.135901088004602e-6	1.403653344558599e-4	FALSE	11	2	C1QC;MAPK14;OSCAR;BATF2;LILRB4;IL1B;CEACAM1;TNFAIP6;LTF;IRF7;MMP9	EEIG1;GPR183
GO:0002376	immune system process	2265	137	38.96	3.5164271047227924	0.14031176731466288	5.452832905727517e-49	1.4989837657844945e-45	FALSE	99	38	DUSP3;C1QB;C1QA;SMARCD3;C2;C1QC;NLRC4;PDCD1LG2;H2BC21;H2BC12;ST3GAL4;HP;LIMK1;MAPK14;AIM2;ASGR2;TLR5;FCER1G;IL18RAP;ICAM1;TIFA;FCGR1A;SERPING1;VNN1;TNFSF13;SOCS3;ADM;BATF2;LILRB4;CD274;MARCO;GBP5;ANKRD22;SECTM1;C3AR1;PLSCR1;DYSF;PGLYRP1;GBP1;TREML1;IFITM1;CASP1;IL1B;CLU;CR1;PSMB9;CEACAM1;CASP4;GBP2;IFI30;CALHM6;TRIM21;RHBDF2;MSRB1;ANXA3;APOL1;TAP1;LCN2;UBE2L6;PSME2;CD177;IFITM3;ITGA2B;FFAR2;LILRA5;PPBP;S100A12;PARP9;SEMA4A;TNFAIP6;CLEC4E;LILRA6;GBP4;STAT1;TRIM22;TNFSF13B;NAIP;DEFA1;HCAR2;TNFSF10;LTF;IRF7;IFI44;IFI35;IFIT3;PML;OAS1;IFI44L;S100A8;PARP14;RSAD2;IFI6;LY6E;OAS3;DEFA1;OASL;IFIT2;ISG15;DEFA3	ZFP36L2;TRAC;IKZF3;TRBC1;FCMR;S1PR1;LCK;TRBC2;CD6;ZAP70;CD3G;EEIG1;CD3E;NOP53;ETS1;TCF7;CD5;CD79A;CD2;MS4A1;EZR;IL32;TNFRSF13C;CD247;GPR183;CLEC2D;RORA;ITK;CD22;IL7R;RUNX3;ATM;CD79B;IGHM;CD8A;OGT;HBA2;GNLY
GO:0030595	leukocyte chemotaxis	171	9	2.94	3.061224489795918	0.14149071619618192	0.0028208964713723477	0.043201361558788766	FALSE	8	1	C3AR1;FFAR2;PPBP;S100A12;TNFAIP6;DEFA1;S100A8;DEFA1	GPR183
GO:0050691	regulation of defense response to virus by host	39	6	0.67	8.955223880597014	0.14195504129325764	4.921331435188533e-5	0.0012643682350778763	FALSE	6	0	AIM2;IL1B;PARP9;STAT1;TRIM22;PML	
GO:1902041	regulation of extrinsic apoptotic signaling pathway via death domain receptors	29	3	0.5	6	0.14363446356434628	0.01320023360965752	0.14691272142894138	FALSE	2	1	ICAM1;GRINA	TMC8
GO:0071479	cellular response to ionizing radiation	58	3	1	3	0.14387957371308513	0.07785731942020804	0.5399452955336422	FALSE	2	1	MAPK14;LCN2	ATM
GO:1901739	regulation of myoblast fusion	56	3	0.96	3.125	0.143908303221554	0.07167418251674998	0.508470523196247	FALSE	1	2	MAPK14	RPL18A;RPL23A
GO:0071353	cellular response to interleukin-4	21	2	0.36	5.555555555555555	0.14414567562157476	0.049923436717661404	0.3876822811775458	FALSE	1	1	PARP14	TCF7
GO:2000515	negative regulation of CD4-positive, alpha-beta T cell activation	28	2	0.48	4.166666666666667	0.14421676107325532	0.08315894503275534	0.5618865958676292	FALSE	1	1	CD274	RUNX3
GO:0048771	tissue remodeling	89	3	1.53	1.9607843137254901	0.14424441436453306	0.19748374179609537	0.8766098208394166	FALSE	2	1	CEACAM1;PML	S1PR1
GO:0032205	negative regulation of telomere maintenance	39	2	0.67	2.9850746268656714	0.1443286082403621	0.1445625611983777	0.7940109505181625	FALSE	1	1	PML	ATM
GO:0071826	protein-RNA complex organization	228	4	3.92	1.0204081632653061	0.14507692081971035	0.5542839358788554	1	FALSE	1	3	TRIM21	NOP53;RPS28;ATM
GO:0043434	response to peptide hormone	322	9	5.54	1.6245487364620939	0.14823134015137818	0.10448728136065713	0.6582891868285151	FALSE	7	2	MAPK14;SORT1;IL1B;CEACAM1;LTA4H;ALPL;STAT1	KLF2;OGT
GO:0031503	protein-containing complex localization	65	3	1.12	2.6785714285714284	0.14993483156923287	0.10122227272279924	0.6433757866242199	FALSE	1	2	LMNB1	EZR;OGT
GO:0051496	positive regulation of stress fiber assembly	40	2	0.69	2.8985507246376816	0.15053355153933923	0.15053355153933923	0.8118465594849227	FALSE	1	1	LIMK1	EVL
GO:0071364	cellular response to epidermal growth factor stimulus	40	2	0.69	2.8985507246376816	0.15053355153933923	0.15053355153933923	0.8118465594849227	FALSE	1	1	DUSP3	ZFP36L2
GO:0090398	cellular senescence	78	3	1.34	2.2388059701492535	0.15076306606658893	0.15076306606658893	0.8118465594849227	FALSE	2	1	MAPK14;PML	ATM
GO:0008104	intracellular protein localization	1972	37	33.92	1.0908018867924527	0.1523980023631381	0.3084219992998123	1	FALSE	27	10	SEPTIN4;LMNB1;VAMP5;SH3GLB1;RAB20;SORT1;LILRB4;CTSA;LIMK2;HPSE;GBP5;GBP1;RAB24;IL1B;CLU;GBP2;RHBDF2;TAP1;CD177;STX11;PARP9;TNFAIP6;TRIM22;HCAR2;PML;RSAD2;ISG15	SEPTIN1;SUN2;CD3G;ARL4C;NOP53;SEPTIN9;EZR;PRKACB;OGT;FBXO7
GO:0001501	skeletal system development	217	6	3.73	1.6085790884718498	0.15548363796174564	0.17145853961807292	0.8359865149344068	FALSE	4	2	MAPK14;VCAN;ALPL;LTF	RUNX3;PHOSPHO1
GO:0002385	mucosal immune response	33	7	0.57	12.280701754385966	0.15570769968041587	1.186186097555787e-6	4.9034971160614416e-5	FALSE	7	0	H2BC21;H2BC12;FFAR2;DEFA1;LTF;DEFA1;DEFA3	
GO:0002286	T cell activation involved in immune response	100	7	1.72	4.069767441860465	0.1564411173986031	0.001678225617614361	0.027298474691253717	FALSE	6	1	IL18RAP;ICAM1;SOCS3;PSMB9;CEACAM1;SEMA4A	RORA
GO:0006911	phagocytosis, engulfment	41	2	0.71	2.8169014084507045	0.156552911321929	0.156552911321929	0.817969030746646	FALSE	2	0	FCGR1A;MARCO	
GO:0042692	muscle cell differentiation	262	8	4.51	1.7738359201773837	0.15758419275593993	0.0832916652659363	0.5618865958676292	FALSE	5	3	SMARCD3;MAPK14;ADM;SORT1;MYL9	RPL18A;RPL23A;RORA
GO:0050855	regulation of B cell receptor signaling pathway	20	3	0.34	8.823529411764705	0.15815716988014827	0.004612477507307319	0.06324040233210883	FALSE	0	3		FCMR;CD5;CD22
GO:1900744	regulation of p38MAPK cascade	30	3	0.52	5.769230769230769	0.15826765661095643	0.014484206801258196	0.1568604291473393	FALSE	2	1	GADD45B;IL1B	EZR
GO:0008347	glial cell migration	38	3	0.65	4.615384615384615	0.1583561569063654	0.027234967465594877	0.24956308520973441	FALSE	1	2	VCAN	SUN2;GPR183
GO:2000108	positive regulation of leukocyte apoptotic process	22	2	0.38	5.2631578947368425	0.15882596363985368	0.05430823360958085	0.41355494236215445	FALSE	2	0	CD274;HCAR2	
GO:0050869	negative regulation of B cell activation	22	2	0.38	5.2631578947368425	0.15882596363985368	0.05430823360958085	0.41355494236215445	FALSE	1	1	CR1	ATM
GO:0002423	natural killer cell mediated immune response to tumor cell	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	CEACAM1	
GO:0035988	chondrocyte proliferation	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	LTF	
GO:0010464	regulation of mesenchymal cell proliferation	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	STAT1	
GO:1990839	response to endothelin	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	0	1		KLF2
GO:0035457	cellular response to interferon-alpha	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	OAS1	
GO:0048227	plasma membrane to endosome transport	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	SORT1	
GO:1903027	regulation of opsonization	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	C2	
GO:0032305	positive regulation of icosanoid secretion	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	IL1B	
GO:0051446	positive regulation of meiotic cell cycle	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	0	1		CDC25B
GO:0031069	hair follicle morphogenesis	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	RHBDF2	
GO:1901993	regulation of meiotic cell cycle phase transition	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	0	1		CDC25B
GO:0030200	heparan sulfate proteoglycan catabolic process	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	HPSE	
GO:0072697	protein localization to cell cortex	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	0	1		EZR
GO:0046073	dTMP metabolic process	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	TYMP	
GO:0052548	regulation of endopeptidase activity	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	CR1	
GO:0060368	regulation of Fc receptor mediated stimulatory signaling pathway	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	PLSCR1	
GO:0002890	negative regulation of immunoglobulin mediated immune response	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	CR1	
GO:0120182	regulation of focal adhesion disassembly	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	DUSP3	
GO:1901142	insulin metabolic process	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	CEACAM1	
GO:0060428	lung epithelium development	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	LTA4H	
GO:1903911	positive regulation of receptor clustering	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	TNFAIP6	
GO:0032725	positive regulation of granulocyte macrophage colony-stimulating factor production	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	IL1B	
GO:0034165	positive regulation of toll-like receptor 9 signaling pathway	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	RSAD2	
GO:0010522	regulation of calcium ion transport into cytosol	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	PML	
GO:0035809	regulation of urine volume	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	ADM	
GO:0002052	positive regulation of neuroblast proliferation	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	SMARCD3	
GO:0034111	negative regulation of homotypic cell-cell adhesion	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	CEACAM1	
GO:0015871	choline transport	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	FLVCR2	
GO:0097501	stress response to metal ion	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	MT2A	
GO:0070234	positive regulation of T cell apoptotic process	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	CD274	
GO:0036337	Fas signaling pathway	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	0	1		IL7R
GO:0060231	mesenchymal to epithelial transition	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	STAT1	
GO:0036462	TRAIL-activated apoptotic signaling pathway	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	TNFSF10	
GO:1905907	negative regulation of amyloid fibril formation	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	CLU	
GO:1902966	positive regulation of protein localization to early endosome	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	0	1		EZR
GO:0030949	positive regulation of vascular endothelial growth factor receptor signaling pathway	10	1	0.17	5.88235294117647	0.1593388199217275	0.1593388199217275	0.817969030746646	FALSE	1	0	IL1B	
GO:0001910	regulation of leukocyte mediated cytotoxicity	75	2	1.29	1.5503875968992247	0.15941565753945164	0.3708253963634478	1	FALSE	2	0	ICAM1;CEACAM1	
GO:0061982	meiosis I cell cycle process	82	2	1.41	1.4184397163120568	0.15949386827277512	0.41343001641793875	1	FALSE	0	2		CDC25B;ATM
GO:0045786	negative regulation of cell cycle	326	9	5.61	1.6042780748663101	0.1602010935294633	0.11047502130499871	0.6756303305171111	FALSE	4	5	CDK5RAP2;FBXO6;PARP9;PML	ZFP36L2;NOP53;ETS1;RUNX3;ATM
GO:0010498	proteasomal protein catabolic process	570	9	9.8	0.9183673469387754	0.16044079301004976	0.6512296103503268	1	FALSE	6	3	FBXO6;CLU;PSMB9;TRIM21;PSME2;PML	NOP53;OGT;FBXO7
GO:0050680	negative regulation of epithelial cell proliferation	73	4	1.26	3.1746031746031744	0.16097496913891018	0.03693271630446644	0.318269708843192	FALSE	3	1	CEACAM1;STAT1;SPARC	RUNX3
GO:0019941	modification-dependent protein catabolic process	642	9	11.04	0.8152173913043479	0.16128552367173654	0.7807409570449972	1	FALSE	6	3	FBXO6;CLU;PSMB9;UBE2L6;PML;ISG15	NOP53;OGT;FBXO7
GO:0000077	DNA damage checkpoint signaling	107	4	1.84	2.1739130434782608	0.16162626073482744	0.1128492559721467	0.6893835659276251	FALSE	2	2	FBXO6;PARP9	NOP53;ATM
GO:0070374	positive regulation of ERK1 and ERK2 cascade	123	4	2.12	1.8867924528301885	0.16206471612255616	0.16206471612255616	0.8296385560910743	FALSE	3	1	ICAM1;MARCO;IL1B	GPR183
GO:0019637	organophosphate metabolic process	904	12	15.55	0.7717041800643086	0.162368009921391	0.8603086519946086	1	FALSE	10	2	PFKFB3;VPS9D1;HK3;VNN1;PLSCR1;GK;TYMP;ALPL;ACSL1;PARP14	ATM;OGT
GO:0060070	canonical Wnt signaling pathway	234	5	4.03	1.2406947890818858	0.162958103987718	0.3761029142676616	1	FALSE	2	3	MAPK14;KREMEN1	TLE5;TCF7;BCL9L
GO:0022407	regulation of cell-cell adhesion	387	21	6.66	3.153153153153153	0.1640394883543037	3.374722968149168e-6	1.1794946381685614e-4	FALSE	12	9	DUSP3;SMARCD3;PDCD1LG2;ST3GAL4;MAPK14;VNN1;LILRB4;CD274;IL1B;CR1;PSMB9;CEACAM1	LCK;CD6;ZAP70;CD3E;ETS1;CD5;TNFRSF13C;IL7R;RUNX3
GO:0016032	viral process	333	18	5.73	3.1413612565445024	0.16557635598693932	1.8270702520041045e-5	5.231891794540921e-4	FALSE	16	2	ST3GAL4;ICAM1;PLSCR1;IFITM1;CR1;TRIM21;IFITM3;PARP9;STAT1;LTF;IRF7;OAS1;RSAD2;OAS3;OASL;ISG15	ST6GAL1;IL32
GO:0046330	positive regulation of JNK cascade	82	3	1.41	2.127659574468085	0.16732733774797154	0.16732733774797154	0.8359865149344068	FALSE	3	0	GADD45B;IL1B;NAIP	
GO:0001932	regulation of protein phosphorylation	318	9	5.47	1.6453382084095065	0.17186654226808462	0.09868996969284996	0.631106025380136	FALSE	7	2	FAM20A;CEACAM1;LILRA5;S100A12;PARP9;MMP9;PARP14	NOP53;IL7R
GO:0072593	reactive oxygen species metabolic process	161	6	2.77	2.1660649819494586	0.17210092843074154	0.0596718673067441	0.44362891320867426	FALSE	5	1	HP;MAPK14;LCN2;CD177;IFI6	HBA2
GO:0043409	negative regulation of MAPK cascade	124	5	2.13	2.347417840375587	0.17293011489330878	0.06289196127182757	0.4604261026265086	FALSE	4	1	DUSP3;LILRB4;GBP1;IL1B	EZR
GO:0043393	regulation of protein binding	29	2	0.5	4	0.17332747700640005	0.08834107180483668	0.5830722842532918	FALSE	1	1	TRIM21	TMC8
GO:0015914	phospholipid transport	92	4	1.58	2.531645569620253	0.17346963714139454	0.07407222421945871	0.5181286116521424	FALSE	2	2	NPC2;PLSCR1	ATP8B2;ESYT1
GO:0071493	cellular response to UV-B	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	1	0	MAPK14	
GO:0051341	regulation of oxidoreductase activity	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	1	0	IL1B	
GO:0046598	positive regulation of viral entry into host cell	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	1	0	TRIM21	
GO:0002291	T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	1	0	ICAM1	
GO:2000659	regulation of interleukin-1-mediated signaling pathway	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	1	0	IL1B	
GO:0090091	positive regulation of extracellular matrix disassembly	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	1	0	HPSE	
GO:0170043	non-proteinogenic amino acid biosynthetic process	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	0	1		SLC38A1
GO:0002725	negative regulation of T cell cytokine production	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	1	0	LILRB4	
GO:0140105	interleukin-10-mediated signaling pathway	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	1	0	LILRB4	
GO:0036035	osteoclast development	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	1	0	LTF	
GO:0006957	complement activation, alternative pathway	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	1	0	CR1	
GO:1905664	regulation of calcium ion import across plasma membrane	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	0	1		MS4A1
GO:0010826	negative regulation of centrosome duplication	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	1	0	CDK5RAP2	
GO:0071888	macrophage apoptotic process	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	1	0	IRF7	
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	1	0	IL1B	
GO:0042753	positive regulation of circadian rhythm	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	0	1		RORA
GO:0033632	regulation of cell-cell adhesion mediated by integrin	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	0	1		CD3E
GO:0034154	toll-like receptor 7 signaling pathway	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	1	0	RSAD2	
GO:0002664	regulation of T cell tolerance induction	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	1	0	LILRB4	
GO:0002029	desensitization of G protein-coupled receptor signaling pathway	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	1	0	ADM	
GO:0019370	leukotriene biosynthetic process	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	1	0	LTA4H	
GO:0098974	postsynaptic actin cytoskeleton organization	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	0	1		EZR
GO:0015816	glycine transport	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	0	1		SLC38A1
GO:0051547	regulation of keratinocyte migration	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	1	0	MMP9	
GO:0035666	TRIF-dependent toll-like receptor signaling pathway	11	1	0.19	5.2631578947368425	0.17380999765353933	0.17380999765353933	0.8359865149344068	FALSE	1	0	CD274	
